Point,IDT_ms,X_Fuel,X_O2,X_N2,P,T,iso-alkanes,monicyclic-alkanes,polycyclic-alkanes,Aromatics,Others,Formula_H,Set,IDT_ms_pred,IDT_ms_pred_sd
242,0.114,1.25,20.74,78.01,10.35,1319.8,31.47275,20.64195,5.12337,15.45842,4.61387,20.07,Test,0.12120000000000003,0.9408673469387753
1033,0.118375,1.0,9.8,89.2,15.8992,1458.7,99.6,0.0,0.0,0.0,0.4,26.4,Test,0.10742024,0.9402191326530609
868,0.133,1.2385,20.7482,78.0133,13.0,1247.0,22.52,30.58,11.23,19.52,0.0,22.0,Test,0.13,0.9375612244897956
398,0.138,0.689,20.86,78.45,21.9,1196.0,29.0,25.0,7.0,16.0,3.0,19.91,Test,0.11699999999999999,0.9451275510204079
128,0.15,1.27,20.73,78.0,2.02,1409.2,17.79624,28.991035,27.498755,8.091765,2.53599,21.035,Test,0.1008,0.9457653061224487
973,0.157,0.2418,4.0,0.0,1.26,1512.0,39.7,18.0,28.2,0.7,0.0,25.6,Test,0.19060000000000002,0.9375612244897956
418,0.158,1.368,20.72,77.91,7.3,1233.0,29.0,25.0,7.0,16.0,3.0,19.91,Test,0.20520000000000002,0.9404081632653059
119,0.166,0.64,20.87,78.5,9.99,1266.7,17.79624,28.991035,27.498755,8.091765,2.53599,21.035,Test,0.196,0.945724489795918
145,0.174,2.5,20.48,77.03,1.93,1377.9,17.79624,28.991035,27.498755,8.091765,2.53599,21.035,Test,0.1218,0.9404081632653059
396,0.18,0.689,20.86,78.45,19.0,1179.0,29.0,25.0,7.0,16.0,3.0,19.91,Test,0.12040000000000001,0.9709183673469395
294,0.192,2.5,20.48,77.02,2.93,1365.5,84.94848,0.99754,0.09832,0.00683,0.0,24.82,Test,0.146,0.9420408163265304
163,0.206,0.64,20.87,78.5,9.57,1274.8,11.06656,33.24736,36.64036,3.61921,4.4842,20.649,Test,0.191,0.9409795918367343
646,0.2169,1.76,20.63,77.61,10.88,1225.8,42.7,10.7,7.1,14.4,0.0,23.2,Test,0.21628,0.9320306122448977
1031,0.219633,1.0,9.8,89.2,16.6895,1351.9,99.6,0.0,0.0,0.0,0.4,26.4,Test,0.182994,0.9404081632653059
938,0.23,0.2644,4.0,0.0,14.99,1374.0,18.1,26.56,20.84,20.6,0.0,22.3,Test,0.4659799999999999,0.9404081632653059
1085,0.241,0.616,20.87,78.505,22.6,1160.0,31.5,25.0,5.8,16.5,0.0,26.4,Test,0.22900000000000006,0.9466836734693876
152,0.246,2.5,20.48,77.03,10.22,1170.7,17.79624,28.991035,27.498755,8.091765,2.53599,21.035,Test,0.3432,0.9961887755102031
808,0.257,1.9772,21.0,0.0,17.9,1120.0,22.52,30.58,11.23,19.52,0.0,22.0,Test,0.24020000000000002,0.9404081632653059
484,0.261,1.368,20.72,77.91,18.2,1106.0,29.0,25.0,7.0,16.0,3.0,19.91,Test,0.1994,0.9378571428571426
178,0.276,2.5,20.48,77.03,9.73,1186.5,11.06656,33.24736,36.64036,3.61921,4.4842,20.649,Test,0.3804,1.0137908163265308
736,0.286,1.276,20.74,77.984,50.9,1009.0,29.0,25.0,7.0,16.0,3.0,19.91,Test,0.7170000000000002,0.9375612244897956
515,0.298,1.368,20.72,77.91,38.5,1054.0,29.0,25.0,7.0,16.0,3.0,19.91,Test,0.3940000000000001,0.9375612244897956
329,0.304,0.64,20.87,78.5,9.8,1238.8,82.1971,1.97005,0.60098,0.07964,0.0,28.93,Test,0.25986360000000003,0.9404081632653059
482,0.318,1.368,20.72,77.91,18.4,1092.0,29.0,25.0,7.0,16.0,3.0,19.91,Test,0.2472,0.9547500000000004
1062,0.332,1.224,20.751,78.025,24.8,1076.0,31.5,25.0,5.8,16.5,0.0,26.4,Test,0.4096,0.9404081632653059
965,0.349,1.2545,20.7449,78.0007,10.8,1152.0,36.6,41.0,19.7,0.3,0.0,24.1,Test,0.4114,0.9418061224489793
186,0.352,0.64,20.87,78.5,9.43,1227.4,20.76559,28.82611,23.55078,4.31528,6.4803,21.421,Test,0.22640000000000005,0.9557244897959181
921,0.367,1.1607,21.0,0.0,16.1,1116.0,18.1,26.56,20.84,20.6,0.0,22.3,Test,0.2912,0.9562755102040809
1026,0.37485,1.0,9.8,89.2,15.9366,1250.7,99.6,0.0,0.0,0.0,0.4,26.4,Test,0.31491600000000003,0.9431453061224485
838,0.379,0.1206,4.0,0.0,12.24,1284.0,22.52,30.58,11.23,19.52,0.0,22.0,Test,0.9514,0.9280714285714287
299,0.405,2.5,20.48,77.02,10.07,1173.3,84.94848,0.99754,0.09832,0.00683,0.0,24.82,Test,2.3758000000000004,0.9313673469387757
574,0.423,1.171,20.76,78.07,24.0,1044.0,82.0,0.0,0.0,0.0,0.0,24.9,Test,0.466,0.9431632653061227
306,0.436,0.64,20.86,78.5,9.84,1191.6,45.76681263,15.39099921,3.780174135,11.32820999,3.380582549,21.29,Test,0.38920000000000005,0.9471989795918373
879,0.452,1.3897,21.0,0.0,16.6,1072.0,29.0,25.0,7.0,16.0,3.0,21.7,Test,0.4060000000000001,0.9564795918367347
480,0.464,1.368,20.72,77.91,19.3,1072.0,29.0,25.0,7.0,16.0,3.0,19.91,Test,0.4818,0.9404081632653059
645,0.4712,1.76,20.63,77.61,10.88,1109.6,42.7,10.7,7.1,14.4,0.0,23.2,Test,0.5657599999999999,0.9225918367346944
514,0.495,1.368,20.72,77.91,40.9,1034.0,29.0,25.0,7.0,16.0,3.0,19.91,Test,0.4308,0.9307653061224495
867,0.517,1.2637,20.7429,77.9934,14.1,1109.0,22.52,30.58,11.23,19.52,0.0,22.0,Test,0.5906000000000001,0.9404081632653059
660,0.5186,0.59,10.44,88.97,10.88,1185.7,42.7,10.7,7.1,14.4,0.0,23.2,Test,0.6074,0.9391663775510202
758,0.53,0.642,20.87,78.488,19.9,1081.0,29.0,25.0,7.0,16.0,3.0,19.91,Test,0.5974,0.9390408163265302
1083,0.539,0.616,20.87,78.505,25.8,1078.0,31.5,25.0,5.8,16.5,0.0,26.4,Test,0.5662000000000001,0.9331632653061216
284,0.57,1.27,20.73,78.0,9.93,1146.8,84.94848,0.99754,0.09832,0.00683,0.0,24.82,Test,0.6811400000000003,0.9582448979591833
124,0.61,1.27,20.73,78.0,2.04,1212.9,17.79624,28.991035,27.498755,8.091765,2.53599,21.035,Test,0.7637999999999999,0.9375612244897956
4,0.619,0.61,20.87,78.52,1.98,1255.6,28.8996301,26.27306416,10.93039112,7.681035334,4.0141944,20.07,Test,0.6212,1.0109693877551023
726,0.641,1.276,20.74,77.984,32.1,997.0,29.0,25.0,7.0,16.0,3.0,19.91,Test,0.7998000000000002,0.9571198979591838
339,0.684,2.5,20.48,77.03,10.14,1105.7,82.1971,1.97005,0.60098,0.07964,0.0,28.93,Test,0.9859192000000001,0.9102704081632655
202,0.705,2.5,20.48,77.03,10.05,1082.1,20.76559,28.82611,23.55078,4.31528,6.4803,21.421,Test,0.6628000000000001,1.029173469387755
913,0.718,1.3591,20.7229,77.918,9.86,1109.0,29.0,25.0,7.0,16.0,3.0,21.7,Test,0.8168799999999999,0.9730612244897958
102,0.731,2.56,20.46,76.98,10.65,1075.0,4.11973,37.34012,49.87414,0.72511,0.45811,22.0,Test,0.7134000000000005,0.9101377551020409
770,0.778,1.117,21.0,77.883,3.08,1232.0,99.6,0.0,0.0,0.0,0.4,26.4,Test,0.44079999999999997,0.9401530612244896
1048,0.802,1.224,20.751,78.025,10.3,1099.0,31.5,25.0,5.8,16.5,0.0,26.4,Test,1.04408,0.9350000000000002
391,0.813,0.689,20.86,78.45,19.0,1052.0,29.0,25.0,7.0,16.0,3.0,19.91,Test,0.9199999999999999,0.9707984693877558
149,0.817,2.5,20.48,77.03,10.34,1076.0,17.79624,28.991035,27.498755,8.091765,2.53599,21.035,Test,0.7998000000000003,0.969045918367347
263,0.849,0.64,20.86,78.5,3.03,1205.1,84.94848,0.99754,0.09832,0.00683,0.0,24.82,Test,0.7546000000000002,0.9380612244897957
844,0.873,0.512,4.0,0.0,12.1,1248.0,22.52,30.58,11.23,19.52,0.0,22.0,Test,0.9828,0.9474260204081633
93,0.933,2.56,20.46,76.98,2.1,1182.7,4.11973,37.34012,49.87414,0.72511,0.45811,22.0,Test,0.8366,0.9123316326530612
176,0.948,2.5,20.48,77.03,10.34,1063.3,11.06656,33.24736,36.64036,3.61921,4.4842,20.649,Test,1.3286000000000002,1.0094560204081633
1082,1.001,0.616,20.87,78.505,26.1,1010.0,31.5,25.0,5.8,16.5,0.0,26.4,Test,1.5428,0.9347142857142854
257,1.021,2.47,20.48,77.05,10.34,1063.5,31.47275,20.64195,5.12337,15.45842,4.61387,20.07,Test,1.6055200000000014,0.9375612244897956
1105,1.058,0.5794,20.8867,78.5339,10.5,1082.0,37.2,40.0,22.1,0.2,0.0,24.1,Test,1.0542,0.9484821428571428
686,1.08,0.59,6.96,92.45,10.88,1197.7,42.7,10.7,7.1,14.4,0.0,23.2,Test,0.89842,0.9468418367346939
571,1.142,1.171,20.76,78.07,20.9,942.0,82.0,0.0,0.0,0.0,0.0,24.9,Test,1.1531999999999998,0.9323061224489793
388,1.163,0.689,20.86,78.45,19.8,1017.0,29.0,25.0,7.0,16.0,3.0,19.91,Test,1.3638000000000001,0.9375612244897956
783,1.227,1.0723,21.0,77.9277,8.15,1069.0,99.6,0.0,0.0,0.0,0.4,26.4,Test,1.2710000000000004,0.9362857142857138
82,1.237,1.3,20.73,77.98,9.69,1058.1,4.11973,37.34012,49.87414,0.72511,0.45811,22.0,Test,1.4112000000000002,0.9613265306122448
946,1.285,1.4045,20.7133,77.8822,14.9,1015.0,18.1,26.56,20.84,20.6,0.0,22.3,Test,1.2566000000000004,0.936887755102041
563,1.334,1.171,20.76,78.07,20.6,717.0,82.0,0.0,0.0,0.0,0.0,24.9,Test,1.5558,0.9173469387755102
297,1.34,2.5,20.48,77.02,9.89,1045.8,84.94848,0.99754,0.09832,0.00683,0.0,24.82,Test,3.0818,0.906091836734694
836,1.403,0.1206,4.0,0.0,12.82,1182.0,22.52,30.58,11.23,19.52,0.0,22.0,Test,1.8694,0.9295765306122449
1018,1.43,1.0,9.8,89.2,15.9668,1071.5,99.6,0.0,0.0,0.0,0.4,26.4,Test,1.4724984,0.8872525510204068
1017,1.48,1.0,9.8,89.2,14.125,1072.5,99.6,0.0,0.0,0.0,0.4,26.4,Test,1.4724984,0.9084668367346928
957,1.532,0.233,4.0,0.0,13.24,1202.0,36.6,41.0,19.7,0.3,0.0,24.1,Test,1.0992,0.9344897959183673
999,1.55,0.51,9.9,89.59,16.196,1070.8,99.6,0.0,0.0,0.0,0.4,26.4,Test,2.1479592000000003,0.9064188775510196
497,1.644,1.368,20.72,77.91,38.5,812.0,29.0,25.0,7.0,16.0,3.0,19.91,Test,1.6840000000000002,0.9403061224489794
541,1.662,2.038,20.58,77.38,23.4,894.0,29.0,25.0,7.0,16.0,3.0,19.91,Test,2.2728000000000006,0.9366326530612243
532,1.709,2.038,20.58,77.38,18.7,743.0,29.0,25.0,7.0,16.0,3.0,19.91,Test,2.2588000000000004,0.9125000000000001
458,1.742,1.368,20.72,77.91,22.1,815.0,29.0,25.0,7.0,16.0,3.0,19.91,Test,1.7266000000000004,0.9375612244897956
909,1.795,0.2647,4.0,0.0,1.38,1296.0,29.0,25.0,7.0,16.0,3.0,21.7,Test,1.187,0.9110561224489793
450,1.842,1.368,20.72,77.91,20.9,750.0,29.0,25.0,7.0,16.0,3.0,19.91,Test,1.7977,0.8876275510204078
466,1.908,1.368,20.72,77.91,21.8,851.0,29.0,25.0,7.0,16.0,3.0,19.91,Test,1.6862000000000004,0.9375612244897956
531,1.973,2.038,20.58,77.38,21.1,724.0,29.0,25.0,7.0,16.0,3.0,19.91,Test,1.9765000000000001,0.8967346938775506
539,2.064,2.038,20.58,77.38,19.2,854.0,29.0,25.0,7.0,16.0,3.0,19.91,Test,2.246,0.9420918367346939
448,2.287,1.368,20.72,77.91,20.0,723.0,29.0,25.0,7.0,16.0,3.0,19.91,Test,2.2408,0.8972448979591834
632,2.4805,1.18,20.75,78.07,10.88,952.1,42.7,10.7,7.1,14.4,0.0,23.2,Test,2.3117200000000007,0.8625306122448982
754,2.628,1.276,20.74,77.984,20.8,808.0,29.0,25.0,7.0,16.0,3.0,19.91,Test,2.8966000000000007,0.9119897959183674
366,2.722,0.346,20.94,78.72,19.1,953.0,29.0,25.0,7.0,16.0,3.0,19.91,Test,2.9556,1.4707142857142854
429,3.117,1.368,20.72,77.91,12.0,937.0,29.0,25.0,7.0,16.0,3.0,19.91,Test,3.8088800000000003,0.9217857142857141
1015,3.25,1.0,9.8,89.2,15.5522,999.2,99.6,0.0,0.0,0.0,0.4,26.4,Test,2.7676600000000002,0.9068826530612224
381,3.594,0.689,20.86,78.45,19.6,785.0,29.0,25.0,7.0,16.0,3.0,19.91,Test,3.1272,0.9400510204081627
657,4.4196,0.59,10.44,88.97,10.88,947.6,42.7,10.7,7.1,14.4,0.0,23.2,Test,3.9419600000000004,0.9320765306122443
638,4.9193,1.76,20.63,77.61,10.88,795.9,42.7,10.7,7.1,14.4,0.0,23.2,Test,4.847460000000001,1.0365408163265306
709,5.535,1.28,20.74,77.98,13.1,750.0,29.0,25.0,7.0,16.0,3.0,21.0,Test,5.11,1.0173163265306127
640,5.8276,1.76,20.63,77.61,10.88,832.7,42.7,10.7,7.1,14.4,0.0,23.2,Test,4.543400000000001,1.0759336734693878
425,6.8,1.368,20.72,77.91,11.6,823.0,29.0,25.0,7.0,16.0,3.0,19.91,Test,5.4083000000000006,0.9278571428571435
523,8.311,2.038,20.58,77.38,19.8,662.0,29.0,25.0,7.0,16.0,3.0,19.91,Test,5.285,0.9018010204081622
319,9.7,2.5,20.48,77.02,9.7,1087.3,45.76681263,15.39099921,3.780174135,11.32820999,3.380582549,21.29,Test,6.2620000000000005,1.4394285714285717
323,10.27,2.5,20.48,77.02,10.27,1335.4,45.76681263,15.39099921,3.780174135,11.32820999,3.380582549,21.29,Test,6.0518000000000045,2.328673469387751
